address,user_name,network,protocol_name,deposited_amount,deposited_assets,pool_type,pool_key,pool_controller,pool_index,site_url
0x2130fd01026867a6c8dde24ad5e64f2e2dfce196,monkey777,matic,Uniswap V3,12409,USDC WETH,Liquidity Pool,matic-0x45dda9cb7c25131df268515131f647d726f50608-null,0x45dda9cb7c25131df268515131f647d726f50608,,https://app.uniswap.org
0x2130fd01026867a6c8dde24ad5e64f2e2dfce196,monkey777,matic,Uniswap V3,9486,USDC WETH,Liquidity Pool,matic-0xa4d8c89f0c20efbe54cba9e7e7a7e509056228d9-null,0xa4d8c89f0c20efbe54cba9e7e7a7e509056228d9,,https://app.uniswap.org
0x2130fd01026867a6c8dde24ad5e64f2e2dfce196,monkey777,matic,Uniswap V3,77617,WBTC USDC,Liquidity Pool,matic-0xeef1a9507b3d505f0062f2be9453981255b503c8-null,0xeef1a9507b3d505f0062f2be9453981255b503c8,,https://app.uniswap.org
0x2130fd01026867a6c8dde24ad5e64f2e2dfce196,monkey777,mode,Sturdy V2,7372,WETH,Yield,mode-0xd60dd6981ec336fda40820f8ca5e99cd17dd25a0-null,0xd60dd6981ec336fda40820f8ca5e99cd17dd25a0,,https://v2.sturdy.finance
0x2130fd01026867a6c8dde24ad5e64f2e2dfce196,monkey777,op,Velodrome V2,5628,VELO,Locked,op-0xfaf8fd17d9840595845582fcb047df13f006787d-null,0xfaf8fd17d9840595845582fcb047df13f006787d,,https://velodrome.finance/
0x2130fd01026867a6c8dde24ad5e64f2e2dfce196,monkey777,eth,Uniswap V3,13521,PASG USDC,Liquidity Pool,eth-0x30a9a577ac77cc70a5353cf6d49fe5df4035f713-null,0x30a9a577ac77cc70a5353cf6d49fe5df4035f713,,https://app.uniswap.org
0x2130fd01026867a6c8dde24ad5e64f2e2dfce196,monkey777,eth,Uniswap V3,10680,PASG PAS,Liquidity Pool,eth-0x6ed39fa2db5ec1b5aee345f3b7e296aa804d8b6b-null,0x6ed39fa2db5ec1b5aee345f3b7e296aa804d8b6b,,https://app.uniswap.org
0x2130fd01026867a6c8dde24ad5e64f2e2dfce196,monkey777,eth,Uniswap V3,21837,PASG WETH,Liquidity Pool,eth-0x93d1df74317d18550e197c146ed29f178d027265-null,0x93d1df74317d18550e197c146ed29f178d027265,,https://app.uniswap.org
0x2130fd01026867a6c8dde24ad5e64f2e2dfce196,monkey777,eth,Uniswap V3,38121,WETH PAS,Liquidity Pool,eth-0xc04d960757b1444bfca6dea218864d1322a33cf7-null,0xc04d960757b1444bfca6dea218864d1322a33cf7,,https://app.uniswap.org
0x2130fd01026867a6c8dde24ad5e64f2e2dfce196,monkey777,eth,Uniswap V3,33861,WETH PASS,Liquidity Pool,eth-0xd40a6add2833fff233db70bac5e7387e40108ad5-null,0xd40a6add2833fff233db70bac5e7387e40108ad5,,https://app.uniswap.org
0x2130fd01026867a6c8dde24ad5e64f2e2dfce196,monkey777,eth,Yearn V2,2448,YFI,Yield,eth-0xdb25ca703181e7484a155dd612b06f57e12be5f0-null,0xdb25ca703181e7484a155dd612b06f57e12be5f0,,https://yearn.finance
0x21e185e2b9a1565216f2855ab94c9a677d0ce21b,Lemiscap 2,eth,Tokemak,7907,TOKE,Staked,eth-0x96f98ed74639689c3a11daf38ef86e59f43417d3-null,0x96f98ed74639689c3a11daf38ef86e59f43417d3,,https://www.tokemak.xyz
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,arb,Radiant Capital V2,7583,RDNT WETH,Locked,arb-0x76ba3ec5f5adbf1c58c91e86502232317eea72de-null,0x76ba3ec5f5adbf1c58c91e86502232317eea72de,,https://app.radiant.capital
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,eth,Aura Finance,10432,AURA,Locked,eth-0x3fa73f1e5d8a792c80f426fc8f84fbf7ce9bbcac-null,0x3fa73f1e5d8a792c80f426fc8f84fbf7ce9bbcac,,https://app.aura.finance/#/
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,base,Aerodrome,40295,ETH EURC,Farming,base-0x21d4ef9d2b66069f3307765a0349526f8e988294-null,0x21d4ef9d2b66069f3307765a0349526f8e988294,,https://aerodrome.finance/
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,base,Aerodrome,22228,FXS USDC,Farming,base-0x9a27275ae67a5e19630b2d096d4989992028a154-null,0x9a27275ae67a5e19630b2d096d4989992028a154,,https://aerodrome.finance/
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,base,Aerodrome,97680,AERO,Locked,base-0xebf418fe2512e7e6bd9b87a8f0f294acdc67e6b4-null,0xebf418fe2512e7e6bd9b87a8f0f294acdc67e6b4,,https://aerodrome.finance/
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,base,Aerodrome,49880,AERO,Locked,base-0xebf418fe2512e7e6bd9b87a8f0f294acdc67e6b4-null,0xebf418fe2512e7e6bd9b87a8f0f294acdc67e6b4,,https://aerodrome.finance/
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,base,Aerodrome,18752,AERO,Locked,base-0xebf418fe2512e7e6bd9b87a8f0f294acdc67e6b4-null,0xebf418fe2512e7e6bd9b87a8f0f294acdc67e6b4,,https://aerodrome.finance/
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,eth,Blockchain Bets,1181,BCB,Staked,eth-0x3331f6359ff4b118ee8a68ed2a1edff0238a4f52-null,0x3331f6359ff4b118ee8a68ed2a1edff0238a4f52,,https://blockchainbets.app
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,eth,ChainLink,4037,LINK,Staked,eth-0xbc10f2e862ed4502144c7d632a3459f49dfcdb5e-null,0xbc10f2e862ed4502144c7d632a3459f49dfcdb5e,,https://staking.chain.link
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,eth,Convex,16581,CVX,Locked,eth-0x72a19342e8f1838460ebfccef09f6585e32db86e-null,0x72a19342e8f1838460ebfccef09f6585e32db86e,,https://www.convexfinance.com
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,eth,Curve,31199,CRV,Locked,eth-0x5f3b5dfeb7b28cdbd7faba78963ee202a494e2a2-null,0x5f3b5dfeb7b28cdbd7faba78963ee202a494e2a2,,https://curve.fi
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,eth,DeFi Swap,8607,CRO,Staked,eth-0x4f2bc163c8758d7f88771496f7b0afde767045f3-null,0x4f2bc163c8758d7f88771496f7b0afde767045f3,,https://crypto.com/defi/swap
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,eth,EigenLayer,24362,frxETH,Yield,eth-0x8ca7a5d6f3acd3a7a8bc468a8cd0fb14b6bd28b6-null,0x8ca7a5d6f3acd3a7a8bc468a8cd0fb14b6bd28b6,,https://app.eigenlayer.xyz
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,eth,Fixedforex,3176,KP3R,Locked,eth-0x2fc52c61fb0c03489649311989ce2689d93dc1a2-null,0x2fc52c61fb0c03489649311989ce2689d93dc1a2,,https://fixedforex.fi
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,linea,LogX,1226,USDC,Staked,linea-0xaf1d554d1cb4cbea861e219bbfeab06c1f87ca0e-null,0xaf1d554d1cb4cbea861e219bbfeab06c1f87ca0e,,https://app.logx.trade/
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,linea,Mitosis,10107,weETH,Staked,linea-0x3478de5e82431676c87113001bbeeb359cb5eaa5-null,0x3478de5e82431676c87113001bbeeb359cb5eaa5,,https://expedition.mitosis.org/
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,linea,SyncSwap,21794,WBTC ETH,Liquidity Pool,linea-0x95a849bf8613492241bcbda00c2e43af4f788889-null,0x95a849bf8613492241bcbda00c2e43af4f788889,,https://syncswap.xyz
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,mnt,iZUMi Finance,9723,mETH WETH,Liquidity Pool,mnt-0x611575ee1fbd4f7915d0eabcc518ed396ff78f0c-null,0x611575ee1fbd4f7915d0eabcc518ed396ff78f0c,,https://izumi.finance
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,mnt,Karak,25144,mETH,Staked,mnt-0x4a2b015ccb8658998692db9ed4522b8e846962ed-null,0x4a2b015ccb8658998692db9ed4522b8e846962ed,,https://app.karak.network
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,mnt,Stargate,1450,mETH,Liquidity Pool,mnt-0xfe1e5ff7ffe3672c085a4b1dd6b95273c9164022-null,0xfe1e5ff7ffe3672c085a4b1dd6b95273c9164022,,https://stargate.finance
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,op,Velodrome V2,17808,VELO,Locked,op-0xfaf8fd17d9840595845582fcb047df13f006787d-null,0xfaf8fd17d9840595845582fcb047df13f006787d,,https://velodrome.finance/
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,real,Pearl,3008,arcUSD USDR,Farming,real-0xb91ba58a4329192e736a3d38b1226c1363d40ac4-null,0xb91ba58a4329192e736a3d38b1226c1363d40ac4,,https://www.pearl.exchange
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,scrl,Aave V3,24127,WETH,Lending,scrl-0x11fcfe756c05ad438e312a7fd934381537d3cffe-null,0x11fcfe756c05ad438e312a7fd934381537d3cffe,,https://app.aave.com
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,scrl,Compound V3,12121,USDC,Yield,scrl-0xb2f97c1bd3bf02f5e74d13f02e3e26f93d77ce44-yield,0xb2f97c1bd3bf02f5e74d13f02e3e26f93d77ce44,yield,https://v3-app.compound.finance
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,eth,Spark,44111,WETH,Lending,eth-0xc13e21b648a5ee794902342038ff3adab66be987-null,0xc13e21b648a5ee794902342038ff3adab66be987,,https://app.spark.fi
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,eth,Symbiotic,14411,ETH,Staked,eth-0x03bf48b8a1b37fbead1ecabcf15b98b924ffa5ac-null,0x03bf48b8a1b37fbead1ecabcf15b98b924ffa5ac,,https://app.symbiotic.fi
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,eth,Symbiotic,9654,ETH,Staked,eth-0x475d3eb031d250070b63fa145f0fcfc5d97c304a-null,0x475d3eb031d250070b63fa145f0fcfc5d97c304a,,https://app.symbiotic.fi
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,Coinduke,eth,TrustSwap,15573,SWAP,Locked,eth-0x56968bb1168b0e9314dca1eb3d1e7aaf0d32263e-null,0x56968bb1168b0e9314dca1eb3d1e7aaf0d32263e,,https://trustswap.org
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,base,Extra Finance,21300,OVN USD+,Leveraged Farming,base-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,base,Extra Finance,17976,USDC KLIMA,Leveraged Farming,base-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,base,Extra Finance,89822,OVN USD+,Leveraged Farming,base-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,base,Extra Finance,144300,USDC AERO,Leveraged Farming,base-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,base,Extra Finance,17995,USDC KLIMA,Leveraged Farming,base-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,base,Extra Finance,21875,OVN USD+,Leveraged Farming,base-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,base,Extra Finance,143840,WETH MET,Leveraged Farming,base-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,base,Extra Finance,14690,USDC AERO,Leveraged Farming,base-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,base,Extra Finance,205848,AERO USDbC,Leveraged Farming,base-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,base,Extra Finance,118540,USDC KLIMA,Leveraged Farming,base-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,base,Extra Finance,15518,USDC KLIMA,Leveraged Farming,base-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,base,Extra Finance,15290,USDC AERO,Leveraged Farming,base-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,base,Extra Finance,56179,USDz USDC,Leveraged Farming,base-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,base,Extra Finance,50091,OVN USD+,Leveraged Farming,base-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,base,Extra Finance,66563,USDC AERO,Leveraged Farming,base-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,base,Extra Finance,14727,USDC KLIMA,Leveraged Farming,base-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,cro,VVS Finance,3601,VVS,Staked,cro-0x990e9683e6ba5079cdb235838856029a50dad84c-null,0x990e9683e6ba5079cdb235838856029a50dad84c,,https://vvs.finance
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,op,Extra Finance,54579,EXA WETH,Leveraged Farming,op-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,op,Extra Finance,362528,USDC VELO,Leveraged Farming,op-0xf9cfb8a62f50e10adde5aa888b44cf01c5957055-null,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,,https://app.extrafi.io
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,real,Stack More,802898,arcUSD,Lending,real-0xa3949263535d40d470132ab6ca76b16d6183fd31-null,0xa3949263535d40d470132ab6ca76b16d6183fd31,,https://www.stackmore.xyz/
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,real,Stack More,1751,MORE,Yield,real-0xd1e39288520f9f3619714b525e1fd5f8c023dba1-null,0xd1e39288520f9f3619714b525e1fd5f8c023dba1,,https://www.stackmore.xyz/
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,scrl,Aave V3,264847,wstETH,Lending,scrl-0x11fcfe756c05ad438e312a7fd934381537d3cffe-null,0x11fcfe756c05ad438e312a7fd934381537d3cffe,,https://app.aave.com
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,scrl,Impermax,727330,USDC MORE,Leveraged Farming,scrl-0x8d8990c2822ffcca078281ed417fd0b31094a705-null,0x8d8990c2822ffcca078281ed417fd0b31094a705,,https://www.impermax.finance/
0x2278a9463774fc0b538b7d52087a00405ca9e1ac,0xLaw,scrl,Impermax,44948,ETH IBEX,Leveraged Farming,scrl-0xa9c398858ef4d23b60cb039904eb687b58e15b12-null,0xa9c398858ef4d23b60cb039904eb687b58e15b12,,https://www.impermax.finance/
0x230cef50d746624aab59597e0031fbb47b7d466f,DeFi Whiz I,eth,Ambire,6900,ADX,Yield,eth-0xb6456b57f03352be48bf101b46c1752a0813491a-null,0xb6456b57f03352be48bf101b46c1752a0813491a,,https://wallet.ambire.com/
0x230cef50d746624aab59597e0031fbb47b7d466f,DeFi Whiz I,eth,ChainLink,75097,LINK,Staked,eth-0x3feb1e09b4bb0e7f0387cee092a52e85797ab889-null,0x3feb1e09b4bb0e7f0387cee092a52e85797ab889,,https://staking.chain.link
0x230cef50d746624aab59597e0031fbb47b7d466f,DeFi Whiz I,ftm,Fantom fWallet,64994,FTM,Staked,ftm-0xfc00face00000000000000000000000000000000-null,0xfc00face00000000000000000000000000000000,,https://pwawallet.fantom.network
0x230cef50d746624aab59597e0031fbb47b7d466f,DeFi Whiz I,eth,stake.link,7185,SDL,Staked,eth-0xaef186611ec96427d161107ffe14bba8aa1c2284-null,0xaef186611ec96427d161107ffe14bba8aa1c2284,,https://stake.link/
0x230cef50d746624aab59597e0031fbb47b7d466f,DeFi Whiz I,eth,stake.link,8836,LINK,Staked,eth-0xb8b295df2cd735b15be5eb419517aa626fc43cd5-null,0xb8b295df2cd735b15be5eb419517aa626fc43cd5,,https://stake.link/
0x230cef50d746624aab59597e0031fbb47b7d466f,DeFi Whiz I,eth,Uniswap V2,9631,OIL USDC,Liquidity Pool,eth-0x0e9c8107682ab88604b4fbf847eeeceacf38e9e6-null,0x0e9c8107682ab88604b4fbf847eeeceacf38e9e6,,https://app.uniswap.org
0x230cef50d746624aab59597e0031fbb47b7d466f,DeFi Whiz I,eth,Yearn V2,2740,1INCH,Yield,eth-0xb8c3b7a2a618c552c23b1e4701109a9e756bab67-null,0xb8c3b7a2a618c552c23b1e4701109a9e756bab67,,https://yearn.finance
0x230cef50d746624aab59597e0031fbb47b7d466f,DeFi Whiz I,eth,Yearn V2,5086,YFI,Yield,eth-0xe14d13d8b3b85af791b2aadd661cdbd5e6097db1-null,0xe14d13d8b3b85af791b2aadd661cdbd5e6097db1,,https://yearn.finance
0x230cef50d746624aab59597e0031fbb47b7d466f,DeFi Whiz I,eth,Yearn V2,16706,SNX,Yield,eth-0xf29ae508698bdef169b89834f76704c3b205aedf-null,0xf29ae508698bdef169b89834f76704c3b205aedf,,https://yearn.finance
0x231B405c333DB6D81ADEAadF4c6FF3940Ea5dB21,EdwardPark,bsc,Avalon Finance,38568,BTCB,Lending,bsc-0xf9278c7c4aefac4ddfd0d496f7a1c39ca6bca6d4-null,0xf9278c7c4aefac4ddfd0d496f7a1c39ca6bca6d4,,https://app.avalonfinance.xyz/
0x231B405c333DB6D81ADEAadF4c6FF3940Ea5dB21,EdwardPark,cyber,CyberSwap,2465,CYBER,Farming,cyber-0x8981c60ff02cdbbf2a6ac1a9f150814f9cf68f62-null,0x8981c60ff02cdbbf2a6ac1a9f150814f9cf68f62,,https://cyberswap.cc
0x231B405c333DB6D81ADEAadF4c6FF3940Ea5dB21,EdwardPark,cyber,CyberSwap,2465,CYBER,Farming,cyber-0x8981c60ff02cdbbf2a6ac1a9f150814f9cf68f62-null,0x8981c60ff02cdbbf2a6ac1a9f150814f9cf68f62,,https://cyberswap.cc
0x231B405c333DB6D81ADEAadF4c6FF3940Ea5dB21,EdwardPark,linea,Lynex,1926,LYNX,Locked,linea-0x8d95f56b0bac46e8ac1d3a3f12fb1e5bc39b4c0c-null,0x8d95f56b0bac46e8ac1d3a3f12fb1e5bc39b4c0c,,https://app.lynex.fi
0x231B405c333DB6D81ADEAadF4c6FF3940Ea5dB21,EdwardPark,eth,Memecoin,2924,,Vesting,eth-0xe6f3494e839f3d3fb36c407eb35cd85d90dc3704-null,0xe6f3494e839f3d3fb36c407eb35cd85d90dc3704,,https://www.memecoin.org
0x231B405c333DB6D81ADEAadF4c6FF3940Ea5dB21,EdwardPark,scrl,Aave V3,2414,WETH,Lending,scrl-0x11fcfe756c05ad438e312a7fd934381537d3cffe-null,0x11fcfe756c05ad438e312a7fd934381537d3cffe,,https://app.aave.com
0x231B405c333DB6D81ADEAadF4c6FF3940Ea5dB21,EdwardPark,scrl,Pencils Protocol,14602,PufETH,Deposit,scrl-0x0c530882c0900b13fc6e8312b52c26e7a5b8e505-null,0x0c530882c0900b13fc6e8312b52c26e7a5b8e505,,https://pencilsprotocol.io/
0x231B405c333DB6D81ADEAadF4c6FF3940Ea5dB21,EdwardPark,scrl,Pencils Protocol,15664,ETH,Deposit,scrl-0x88844c8f2b895792532aae2a0f877208248f3585-null,0x88844c8f2b895792532aae2a0f877208248f3585,,https://pencilsprotocol.io/
0x231B405c333DB6D81ADEAadF4c6FF3940Ea5dB21,EdwardPark,eth,corn,7004,WBTC,Staked,eth-0x8bc93498b861fd98277c3b51d240e7e56e48f23c-null,0x8bc93498b861fd98277c3b51d240e7e56e48f23c,,https://usecorn.com/
0x231a432fb518cd155b348f334b2aefd6f22063a7,Beyond26,bsc,Magpie XYZ,1194,CKP,Farming,bsc-0x74165b89fd8e9b91a109a4e71662f27eeba61e98-39,0x74165b89fd8e9b91a109a4e71662f27eeba61e98,39,https://www.magpiexyz.io/
0x231a432fb518cd155b348f334b2aefd6f22063a7,Beyond26,bsc,Magpie XYZ,58815,CKP mCake,Farming,bsc-0x74165b89fd8e9b91a109a4e71662f27eeba61e98-56,0x74165b89fd8e9b91a109a4e71662f27eeba61e98,56,https://www.magpiexyz.io/
0x231a432fb518cd155b348f334b2aefd6f22063a7,Beyond26,bsc,Magpie XYZ,66857,mCake,Farming,bsc-0x74165b89fd8e9b91a109a4e71662f27eeba61e98-6,0x74165b89fd8e9b91a109a4e71662f27eeba61e98,6,https://www.magpiexyz.io/
0x231a432fb518cd155b348f334b2aefd6f22063a7,Beyond26,bsc,Magpie XYZ,74638,Cake sdCAKE,Farming,bsc-0x74165b89fd8e9b91a109a4e71662f27eeba61e98-63,0x74165b89fd8e9b91a109a4e71662f27eeba61e98,63,https://www.magpiexyz.io/
0x231a432fb518cd155b348f334b2aefd6f22063a7,Beyond26,bsc,PancakeSwap V3,1675,Cake,Locked,bsc-0x5692db8177a81a6c6afc8084c2976c9933ec1bab-null,0x5692db8177a81a6c6afc8084c2976c9933ec1bab,,https://pancakeswap.finance
0x231a432fb518cd155b348f334b2aefd6f22063a7,Beyond26,bsc,Venus,31739,XVS,Staked,bsc-0x051100480289e704d20e9db4804837068f3f9204-null,0x051100480289e704d20e9db4804837068f3f9204,,https://app.venus.io
0x231a432fb518cd155b348f334b2aefd6f22063a7,Beyond26,bsc,Venus,386596,USDC USDT BTCB ETH,Lending,bsc-0xfd36e2c2a6789db23113685031d7f16329158384-null,0xfd36e2c2a6789db23113685031d7f16329158384,,https://app.venus.io
0x2326d4fb2737666dda96bd6314e3d4418246cfe8,mj23,eth,Aave V3,4168099,stETH,Lending,eth-0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2-null,0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,,https://app.aave.com
0x2326d4fb2737666dda96bd6314e3d4418246cfe8,mj23,blast,Thruster,4467,WETH PTC,Liquidity Pool,blast-0xd3069244d92274e6d684071532a9b847bc0ad746-null,0xd3069244d92274e6d684071532a9b847bc0ad746,,https://app.thruster.finance/
0x2326d4fb2737666dda96bd6314e3d4418246cfe8,mj23,eth,CoW Swap,2324,,Vesting,eth-0xd057b63f5e69cf1b929b356b579cba08d7688048-null,0xd057b63f5e69cf1b929b356b579cba08d7688048,,https://swap.cow.fi
0x2326d4fb2737666dda96bd6314e3d4418246cfe8,mj23,eth,Curve,73182,CRV,Locked,eth-0x5f3b5dfeb7b28cdbd7faba78963ee202a494e2a2-null,0x5f3b5dfeb7b28cdbd7faba78963ee202a494e2a2,,https://curve.fi
0x2326d4fb2737666dda96bd6314e3d4418246cfe8,mj23,eth,DYAD,15144,KEROSENE,Lending,eth-0xdc400bbe0b8b79c07a962ea99a642f5819e3b712-0xb62bdb1a6ac97a9b70957dd35357311e8859f0d7,0xdc400bbe0b8b79c07a962ea99a642f5819e3b712,0xb62bdb1a6ac97a9b70957dd35357311e8859f0d7,https://dyadstable.xyz
0x2326d4fb2737666dda96bd6314e3d4418246cfe8,mj23,eth,Morpho Blue,2098222,USDe,Lending,eth-0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb-lending,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,lending,https://app.morpho.org
0x2326d4fb2737666dda96bd6314e3d4418246cfe8,mj23,eth,Uniswap V3,3058265,USDC DYAD,Liquidity Pool,eth-0x8b238f615c1f312d22a65762bcf601a37f1eeec7-null,0x8b238f615c1f312d22a65762bcf601a37f1eeec7,,https://app.uniswap.org
0x2326d4fb2737666dda96bd6314e3d4418246cfe8,mj23,eth,corn,1557,WBTC,Staked,eth-0x8bc93498b861fd98277c3b51d240e7e56e48f23c-null,0x8bc93498b861fd98277c3b51d240e7e56e48f23c,,https://usecorn.com/
0x23b886aceeb71458c96792ffd447352c277f820e,DeFi Whiz EE,eth,Amkt,14341,WBTC stETH 21BCH 21AVAX MATIC LINK SHIB 21DOT UNI astETH 21XRP 21ADA 21DOGE 21BNB 21SOL 21TON,Staked,eth-0xf17a3fe536f8f7847f1385ec1bc967b2ca9cae8d-null,0xf17a3fe536f8f7847f1385ec1bc967b2ca9cae8d,,https://amkt.com/
0x23b886aceeb71458c96792ffd447352c277f820e,DeFi Whiz EE,arb,Blackwing,2007,USDC,Staked,arb-0xc6ade8a68026d582ab37b879d188caf7e405dd09-null,0xc6ade8a68026d582ab37b879d188caf7e405dd09,,https://blackwing.fi/
0x23b886aceeb71458c96792ffd447352c277f820e,DeFi Whiz EE,arb,Pendle V2,53704,USDe PT-USDe-29AUG2024,Liquidity Pool,arb-0x2dfaf9a5e4f293bceede49f2dba29aacdd88e0c4-null,0x2dfaf9a5e4f293bceede49f2dba29aacdd88e0c4,,https://app.pendle.finance
0x23b886aceeb71458c96792ffd447352c277f820e,DeFi Whiz EE,eth,Balancer,3065,WBTC ETH,Liquidity Pool,eth-0x6c323c144a8d1748c6ca517b6c386561bfd599e3-null,0x6c323c144a8d1748c6ca517b6c386561bfd599e3,,https://pools.balancer.exchange
